accessionNumber,accessionYear,systemNumber,objectType,_primaryTitle,_primaryPlace,_primaryMaker__name,_primaryMaker__association,_primaryDate,_primaryImageId,_sampleMaterial,_sampleTechnique,_sampleStyle,_currentLocation__displayName,_objectContentWarning,_imageContentWarning
E.1907-1990,1990.0,O190854,Drawing,Youth Club Series,London,Margarethe Hammerschlag,maker,ca.1955,2017KE5136,paper,drawing,,"Prints & Drawings Study Room, level H",False,False
E.1905-1990,1990.0,O190852,Drawing,Youth Club Series,London,"Hammerschlag, Margarethe",maker,ca.1955,2023NP5660,paper,drawing,,"Prints & Drawings Study Room, level H",False,False
E.438-1998,1998.0,O190060,Greeting card,,London,Hartnell,maker,1967,,card,collage,,"Prints & Drawings Study Room, level C",False,False
E.441-1998,1998.0,O190059,Greeting card,,London,Hartnell,maker,1975,,card,collage,,"Prints & Drawings Study Room, level C",False,False
E.443-1998,1998.0,O190057,Greeting card,,London,Hartnell,maker,1977,,card,collage,,"Prints & Drawings Study Room, level C",False,False
E.442-1998,1998.0,O190056,Greeting card,,London,Hartnell,maker,1975,,card,collage,,"Prints & Drawings Study Room, level C",False,False
E.437-1998,1998.0,O190055,Greeting card,,London,Hartnell,maker,1966,,card,collage,,"Prints & Drawings Study Room, level C",False,False
E.433-1998,1998.0,O190054,Greeting card,,London,hartnell,maker,1962,,card,collage,,"Prints & Drawings Study Room, level C",False,False
E.439-1998,1998.0,O190053,Greeting card,,London,Hartnell,maker,1970,,card,collage,,"Prints & Drawings Study Room, level C",False,False
E.448-1998,1998.0,O190052,Greeting card,,London,Hartnell,maker,1960-1970,,card,collage,,"Prints & Drawings Study Room, level C",False,False
E.445-1998,1998.0,O190050,Greeting card,,London,Hartnell,maker,1978,,card,collage,,"Prints & Drawings Study Room, level C",False,False
E.435-1998,1998.0,O190049,Greeting card,,London,Hartnell,maker,1964,,card,collage,,"Prints & Drawings Study Room, level C",False,False
E.444-1998,1998.0,O190033,Greeting card,,London,Hartnell,maker,1977,,card,collage,,"Prints & Drawings Study Room, level C",False,False
E.436-1998,1998.0,O190027,Greeting card,,London,Hartnell,maker,1965,,card,collage,,"Prints & Drawings Study Room, level C",False,False
E.446-1998,1998.0,O190021,Greeting card,,London,Hartnell,maker,1960-1970,,card,collage,,"Prints & Drawings Study Room, level C",False,False
E.434-1998,1998.0,O190019,Greeting card,,London,Hartnell,maker,1963,,card,collage,,"Prints & Drawings Study Room, level C",False,False
E.447-1998,1998.0,O190014,Greeting card,,London,Hartnell,maker,1960-1970,,card,collage,,"Prints & Drawings Study Room, level C",False,False
E.440-1998,1998.0,O188688,Greeting card,,London,Hartnell,maker,1973,,card,collage,,"Prints & Drawings Study Room, level C",False,False
T.196-1970,1970.0,O363755,Evening coat,,France,Charles Frederick Worth,designed by,1927,,,,,in storage,False,False
T.121 to B-1983,1983.0,O363751,Evening dress,,Paris,"Lanvin, Jeanne",designer,1925-1926,2021MU7045,,,,in store,False,False
T.81-1988,1988.0,O363748,Evening coat,,Paris,"Schiaparelli, Elsa",designer,1934,2021MV0862,silk (textile),,,In store,False,False
2007-1899,1899.0,O363519,Waistcoat,,England,,,1850-1859,,silk (textile),,,in store,False,False
T.1090-1913,1913.0,O363515,Waistcoat,,England,,,1850-1859,,silk (textile),brocading,,in store,False,False
T.10-1971,1971.0,O363508,Waistcoat,,England,,,ca. 1850,2011EW1517,,,,in store,False,False
T.1081-1913,1913.0,O363504,Waistcoat,,England,,,1870-1879,2011EW1487,cloth,sewing,,in store,False,False
T.28-1973,1973.0,O363499,Waistcoat,,England,Unknown,,1850s,,silk (textile),,,in store,False,False
T.225-1960,1960.0,O363496,Waistcoat,,England,Unknown,,1900-1915,2020MP9344,,,,in storage,False,False
T.66-1981,1981.0,O363333,Shawl,,Edinburgh,Gibb and MacDonald,maker,ca. 1830-1840,2023NP8637,,,,in storage,False,False
T.1-1960,1960.0,O363325,Shawl,,Paisley,Charles Burgess,manufacturer,ca. 1845,2017JX2255,,,,"On display in the Scottish Design Galleries, V&A Dundee",False,False
T.78-1978,1978.0,O363075,Dress,,United States,Claire McCardell,designer,1950-1955,2018KT7067,cotton,,,in store,False,False
T.239 to B-1984,1984.0,O363069,Ensemble,,Paris,Mainbocher,designer,ca. 1935,2012FV2853,silk (textile),printed,,in storage,False,False
T.281-1991,1991.0,O363063,Coat,,England,Unknown,,1790,2012FH7962,wool,sewing,,in storage,False,False
T.213-1973,1973.0,O363056,Evening dress,,England,Worth London,maker,1963,2012FV0202,,,,in store,False,False
T.229-1982,1982.0,O363024,Shawl,,Paisley,William Eadie,designer,ca. 1845,2017JX2251,,,,"On display in the Scottish Design Galleries, V&A Dundee",False,False
T.408 to C-1970,1970.0,O363017,Baldric,,England,Unknown,,1640-1669,2023NP8642,leather,hand embroidery,,"British Galleries, Room 56, The Djanogly Gallery",False,False
T.220-1968,1968.0,O362924,Shawl,,Great Britain,Unknown,,ca. 1840-1860,2012FR7837,,,,in storage,False,False
T.394-1985,1985.0,O362855,Trousers,,England,Unknown,,1840s,2020MP9400,wool (textile),lined,,in storage,False,False
T.282-1987,1987.0,O362612,Apron,Apron,Czech Republic,Unknown,,19th century,2006BF2314,cotton (textile),embroidered,,"Design Gallery, The Factory, Case 1",False,False
CIRC.180-1961,1961.0,O362565,Evening dress,Berénice,France,Worth,maker,1925,,chiffon,embroidering,,in storage,False,False
CIRC.30-1958,1958.0,O362448,Gown,,England,Unknown,,1805-1810,2015HN5370,muslin,embroidering,,,False,False
T.755&A-1913,1913.0,O362445,Gown and petticoat,,England,Unknown,,1810-1815,2023NR4060,cotton (textile),sewing,,in storage,False,False
CIRC.357-1932,1932.0,O362166,Apron,,Great Britain,Unknown,,1730s,2020MU4385,silk (textile),embroidering,,in storage,False,False
T.19-1940,1940.0,O362151,Apron,,England,Unknown,,1700-1720,2022NE8137,taffeta,embroidering,,"British Galleries, Room 54",False,False
T.259&A-1967,1967.0,O361725,Pajamas,,Paris,Coco Chanel,designer,1925-1927,2020MR5143,,,,in storage,False,False
T.240 to F-1984,1984.0,O361723,Gym set,,England,Unknown,,1930s,2017JU7140,satin,machine sewing,,SR002,False,False
T.55-1961,1961.0,O361716,Evening dress,,France,Worth,maker,ca. 1920,2016HY4088,,,,in storage,False,False
185-1900,1900.0,O361542,Doublet,,Italy,Unknown,,ca. 1630-1635,2021MY9636,silk (textile),hand weaving,,In store,False,False
T.5-1922,1922.0,O361532,Breeches,,,,,1635-1640,2006AR0172,,,,in storage,False,False
T.55-1973,1973.0,O361464,Gown,,Guangdong,Unknown,,1760-1780,2015HR9599,silk (textile),Hand weaving,,in storage,False,False
T.179-1967,1967.0,O361451,Nightdress,,France,Unknown,,ca. 1925,2020MT7707,silk georgette,sewing,,in storage,False,False
T.220-1967,1967.0,O361447,Sash,,France,Unknown,,ca. 1925,,,,,in storage,False,False
T.328&A-1965,1965.0,O361108,Pair of mittens,Pair of mittens,Eastern Woodlands,Unknown,,1870-1899,2023NJ2127,moose hair,embroidering,,"Imagine Gallery, Adventure, Case 10",False,False
T.212 to B-1960,1960.0,O360689,Dinner suit,,England,Unknown,,1928,2021NA9730,,,,in store,False,False
CIRC.285-1963,1963.0,O360593,Belt,Belt,Mexico,Unknown,,ca. 1960,2019LY2365,wool (textile),macrame,,"Design Gallery, The Factory, Case 1",False,False
CIRC.286-1963,1963.0,O360592,Belt,Belt,Mexico,Unknown,,ca. 1960,2019LY2363,wool (textile),macrame,,"Design Gallery, The Factory, Case 1",False,False
CIRC.289-1963,1963.0,O360589,Belt,Belt,Mexico,Unknown,,ca. 1960,2019LY2380,wool (textile),macrame,,"Design Gallery, The Factory, Case 1",False,False
T.61-1992,1992.0,O360551,Bag,,London,Biba,designer,ca. 1970,2019LK2884,canvas,sewing,,"Play Gallery, Mini Museum, case 11",False,False
T.355-1967,1967.0,O359916,Sash,,England,Unknown,,1625-1649,2006BF4162,silk (textile),embroidery,,"British Galleries, Room 56, The Djanogly Gallery",False,False
T.453-1974,1974.0,O359739,Shoe,,Paris,Roger Vivier,designer,1965,2025PG1188,,,,in storage,False,False
T.230-1927,1927.0,O359200,Gown,,England,Unknown,,1780s,2015HR2060,linen (material),hand weaving,,In store,False,False
T.20-1971,1971.0,O359193,Gown,,England,Unknown,,1770s,2019LM3332,Cotton (textile),hand weaving,,in storage,False,False
168-1892,1892.0,O359136,Band,,Egypt,Unknown,,670-870,2012FF6604,wool,tapestry weave,,"Medieval & Renaissance, Room 8, The William and Eileen Ruddock Gallery",False,False
CIRC.264-1959,1959.0,O359108,Shawl,,Norwich,Unknown,,ca. 1860-1865,2016JH9285,silk (textile),weaving,,in storage,False,False
T.10-1936,1936.0,O359072,Dress,,India,Unknown,makers,ca. 1822-1824,2015HK2687,cotton (textile),dress-making,,in storage,False,False
"T.86:1, 2-1992",1992.0,O358822,Pair of stockings,,USA,Unknown,,ca. 1945,,nylon,,,in storage,False,False
T.49-1981,1981.0,O358748,Evening dress,,England,Jays Ltd.,maker,ca. 1912,2018KW5130,satin,dressmaking,,in storage,False,False
T.60-1957,1957.0,O358543,Dress,,England,Unknown,,ca. 1825-1830,2012FH7996,silk (textile),dress-making,,in storage,False,False
T.381-1967,1967.0,O358500,Apron,,England,Unknown,,1725-1750,2012FE9058,muslin,embroidering,,In store,False,False
268-1891,1891.0,O358303,Doublet,,Italy,unknown,,ca. 1620,2016JE0045,silk (textile),hand weaving,,in storage,False,False
T.334-1980,1980.0,O358261,Neckerchief,,England,Unknown,,1730-1769,2014HC9332,muslin,embroidering,,"Europe 1600-1815, Room 1",False,False
T.39-1968,1968.0,O358011,Handbag,,England,Unknown,,ca. 1870,,,,,in storage,False,False
T.230-1972,1972.0,O357962,Parasol,,England,Unknown,,1890-1920,2017KD7292,,,,in storage,False,False
T.98-1968,1968.0,O357910,Sash,,Kraków,Francis Maslowski,weaver,1786-1806,2014GY9379,silk (textile),weaving,,"Europe 1600-1815, Room 1",False,False
T.6-1972,1972.0,O357873,Waistcoat,,France,Unknown,,1800-1825,2006BG1268,,,,in store,False,False
T.199 to B-1973,1973.0,O357872,Afternoon dress,,Paris,Madeleine Vionnet,designer,mid 1930s,2006BG5299,crêpe,,,SR002,False,False
T.126-1971,1971.0,O357730,Handkerchief,,Great Britain,Unknown,,1800-1824,2018KT7930,,,,in storage,False,False
T.206-1970,1970.0,O357664,Hood,,England,Unknown,,1610-1620,2025PD0406,linen,,Jacobean,"British Galleries, Room 56, The Djanogly Gallery",False,False
T.22-1938,1938.0,O357644,Hat,,England,Unknown,,1590-1670,2010EB2922,beaver fur,felting,,in storage,False,False
T.213-1979,1979.0,O357579,Tie,,London,Turnbull and Asser Ltd.,designer,ca. 1969-1970,2019ME2517,,,,in storage,False,False
T.311&A-1979,1979.0,O357578,Pair of boots,,England,Chelsea Cobbler,maker,1968,2011FD9317,,,,in storage,False,False
T.84-1962,1962.0,O357451,Jacket,,England,Unknown,,ca. 1900,2018KW4202,,,,in store,False,False
T.441-1970,1970.0,O357305,Waistcoat,,Great Britain,Unknown,,1755-1765,2023NP3405,silk (textile),hand weaving,,in storage,False,False
T.118&A-1961,1961.0,O357248,Pair of shoes,,England,Unknown,,ca. 1925,2012FR9193,,,,in storage,False,False
T.292&A-1970,1970.0,O357247,Pair of shoes,,Vienna,Jack Jacobus Ltd,sold by,ca. 1908,2012FR9196,,,,in storage,False,False
T.195-1963,1963.0,O357185,Waistcoat,,Lyons,Unknown,,1705-1714,2019MF8851,silk (textile),hand weaving,,in store,False,False
926-1904,1904.0,O356862,Muff,,Britain,Unknown,,mid 19th century,2018KP6517,Goose,,,in storage,False,False
T.226-1967,1967.0,O356844,Evening cape,,England,Unknown,,ca. 1920-1930,2017KB1873,monkey fur,,,in store,False,False
T.380-1977,1977.0,O356821,Muff,,England,Unknown,,ca. 1911-1913,2018KP6438,,,,in storage,False,False
T.243-1983,1983.0,O356818,Muff,,England,Unknown,,ca. 1885,2018KP8680,Indian peacock,,,in storage,False,False
T.210-1960,1960.0,O356784,Overcoat,,England,Kerslake and Dixon,maker,1902,2024NR5614,,,,"British Galleries, Room 125b",False,False
T.213-1960,1960.0,O356783,Jacket,,England,Unknown,,1928,2012FJ9027,,,,in store,False,False
T.211-1960,1960.0,O356734,Overcoat,,England,Kerslake and Dixon,maker,1908,2012FJ7406,,,,in store,False,False
T.235&A-1981,1981.0,O356646,Pair of shoes,,United States,Lilley & Skinner,maker,1930s,2015HP1600,,,,in storage,False,False
T.190&A-1983,1983.0,O356541,Pair of shoes,Burlington,England,"Freeman, Hardy & Willis",maker,1940s,2015HR0799,leather,shoe-making,,"Design 1900 to Now, Room 74",False,False
T.261&A-1963,1963.0,O356530,Pair of shoes,,England,Unknown,,1851,2016JC1781,,,,"British Galleries, Room 122",False,False
T.267&A-1963,1963.0,O356527,Pair of boots,,England,Unknown,,1851,2012FR9042,satin,,,in storage,False,False
T.163&A-1983,1983.0,O356523,Pair of shoes,,Italy,Mario,maker,1966-1968,2014GW4016,,,,in store,False,False
T.59-1926,1926.0,O356463,Court dress,,Paris,"Worth, Charles Frederick",designer,ca. 1888,,silk (textile),embroidering,,in storage,False,False
T.221&A-1960,1960.0,O356426,Pair of gloves,,England,Unknown,,1910-1919,2019MC5602,,,,in storage,False,False
T.129&A-1978,1978.0,O356406,Pair of gloves,,France,Unknown,,1960s,2023NJ6568,,,,"Play Gallery, Sound it Out, case 19",False,False
T.295&A-1982,1982.0,O356395,Pair of gloves,,England,Unknown,,1940-1979,2023NJ6570,,,,"Play Gallery, Mini Museum, Case 18",False,False
T.158&A-1961,1961.0,O356349,Pair of boots,,England,Unknown,,1860-1865,2016JC7779,,,,in storage,False,False
T.75&A-1947,1947.0,O356253,Dress,,England,Unknown,,1835-1840,2023NK8960,cotton (textile),printing,,in storage,False,False
T.42-1961,1961.0,O356132,Coat,,France,Worth,maker,1905-1906,,,,,in storage,False,False
T.105-1913,1913.0,O356064,Mantle,,Portugal,unknown,,1590-1610,2025PD0389,,,,"British Galleries, Room 56, The Djanogly Gallery",False,False
T.37-1936,1936.0,O356015,Cloak,,England,Unknown,makers,ca. 1898,2018KX6755,velvet,sewing,,in store,False,False
T.43-1957,1957.0,O356011,Mantle,,England,"Maynier, Madame",maker,ca. 1884,2015HJ6907,wool (textile),weaving,,in storage,False,False
T.242-1960,1960.0,O355852,Forehead cloth,,England,Unknown,,1575-1625,2018LA1454,,,Elizabethan,in storage,False,False
T.272-1965,1965.0,O355826,Jacket,,France,Unknown,,1780s,2021MU6697,silk (textile),hand weaving,,In store,False,False
T.127&A-1961,1961.0,O355645,Pair of boots,,France,Gartrell,maker,1865-1870,2014HF8365,,,,in storage,False,False
T.252&A-1965,1965.0,O355642,Pair of shoes,,England,Unknown,,1897,2016JA4023,,,,in storage,False,False
"T.224:1, 2-1992",1992.0,O355326,Trouser suit,,Japan,"Miyake, Issey",designer,ca. 1990,2017KE2091,polyester,pleated,,"Design Gallery, Designing for Change section 2, Case 2",False,False
T.277&A-1972,1972.0,O354772,Dress,,United States,Caney,maker,1903,,silk (textile),embroidering,,in storage,False,False
T.210 to E-1966,1966.0,O354532,Chatelaine,,England,,,1880-1900,,,,,"Silver, Room 67",False,False
T.194-1929,1929.0,O354431,Petticoat,,England,Unknown,,1820-1829,2012FH8255,cotton (textile),sewing,,in storage,False,False
T.172-1973,1973.0,O354310,Glove stretchers,,England,Unknown,,1875-1899,,,,,"Silver, Room 67",False,False
T.225 to D-1966,1966.0,O354246,Chatelaine,,England,Unknown,,1880-1900,,,,,"Silver, Room 67",False,False
T.284-1986,1986.0,O354157,Collar (neckwear),,England,Unknown,,1830s,2012FR7838,cotton (textile),embroidered,,in storage,False,False
T.102-1971,1971.0,O353740,Pair of mules,,France,Unknown,,1730s,2021MW7946,wood,hand carving,,In store,False,False
CIRC.229-1926,1926.0,O353545,Bodice,,London,Madame Elise and Co. Ltd.,designed and made by,1880-1890,2020MT1697,silk (textile),sewing,,in storage,False,False
T.131-1923,1923.0,O353509,Bodice,,,,,1875-1899,2017KE4026,cotton (textile),,,in storage,False,False
T.132-1923,1923.0,O353508,Bodice,,,,,1875-1899,2017KE4021,,,,in store,False,False
T.133-1923,1923.0,O353507,Bodice,,,,,1875-1899,2019LM3555,Cotton,Printed,,in storage,False,False
T.10-1964,1964.0,O353498,Bodice,,France,Unknown,,ca. 1865,2012FP4391,silk (textile),,,in storage,False,False
T.24-1969,1969.0,O353493,Bodice,,England,Unknown,,1876,2019LM3567,,,,in store,False,False
T.220&A-1960,1960.0,O353464,Pair of shoes,,England,Unknown,,1920-1930,2014HE7781,,,,in storage,False,False
T.850-1974,1974.0,O353233,Cap,,England,Unknown,,1820-1830,2018LA1019,,,,On short term loan out for exhibition,False,False
1565-1901,1901.0,O353205,Cap (headgear),,England,unknown,,16th century,,wool yarn,hand knitting,,"Medieval & Renaissance, Room 62, The Foyle Foundation Gallery",False,False
T.152-1979,1979.0,O353067,Pair of stockings,,Paris,,,ca.1800,2019LM2919,,,,in storage,False,False
T.27-1946,1946.0,O352970,Pair of stockings,,England,,,1851,2025PG1124,silk yarn,knitting,,in storage,False,False
T.243-1992,1992.0,O352903,Opera hat,,London,A. J. White Ltd,maker,1900-1929,2020MP9274,silk (textile),lined,,in storage,False,False
T.218&A-1960,1960.0,O352873,Pair of spats,,England,Unknown,,1900-1910,2019LM1618,,,,in storage,False,False
T.421-1992,1992.0,O352736,Waistcoat,,Great Britain,Unknown,,19th century,2011EW1570,wool (textile),embroidered,,in store,False,False
T.443-1992,1992.0,O352670,Hat,,England,"Mirman, Simone",designer,1970s,2023NJ6571,silk (textile),quilting,,"Play Gallery, Mini Museum, Case 14",False,False
T.212-1993,1993.0,O352584,T-shirt,,Great Britain,"Storey, Helen",designer,1993,2017KB8326,cotton fibre,sewing,,in store,False,False
T.226:1 to 3-1993,1993.0,O352575,Evening dress,La Sylphide,Paris,"James, Charles",designer,1937,2022NH0476,silk organza,,,in storage,False,False
T.101-1993,1993.0,O352519,Tie,,France,"Schiaparelli, Elsa",designer,1950s,,silk (textile),printing,,in storage,False,False
T.93-1993,1993.0,O352513,Braces,,Great Britain,Unknown,,20th century,2019LL8942,silk (textile),sewing,,in storage,False,False
T.97-1993,1993.0,O352512,Bow tie,,Great Britain,Hawes & Curtis,maker,20th century,2019LL3475,silk (textile),weaving,,in storage,False,False
T.98-1993,1993.0,O352511,Tie,,Italy,A. Testoni,retailer,possibly 20th century,,silk (textile),weaving,,in storage,False,False
T.45-1932,1932.0,O352454,Man's suit,,France,,,1875-1900,2024NR5480,Wool,,,"British Galleries, Room 125b",False,False
T.167-1959,1959.0,O352452,Cravat,,London,Henry Ludlam,retailer,1900s,2006BF1964,silk (textile),,,in storage,False,False
T.222-1960,1960.0,O352451,Bow-tie,,London,Samson & Co.,retailer,1960s,2019LL4285,,,,in storage,False,False
T.223-1960,1960.0,O352450,Bow-tie,,London,Selfridges & Co.,retailer,1960s,2019LL4290,,,,in storage,False,False
T.230-1960,1960.0,O352449,Collar,,United States,Cluett Peabody & Co.,maker,20th century,2019LL3474,,,,in storage,False,False
T.195-1978,1978.0,O352440,Tie,,France,Pierre Cardin,designer,1960-1969,2019LL4283,,,,"Play Gallery, Mini Museum, Case 12",False,False
T.271-1981,1981.0,O352431,Tie,,England,Unknown,,1930s,,,,,in storage,False,False
T.418-1985,1985.0,O352414,Cravat,,England,Unknown,,first quarter of 19th century,2006AU4927,cotton (textile),block printing,,in storage,False,False
T.420-1985,1985.0,O352413,Cravat,,London,Unknown,,1880s,2018KP6440,cotton (textile),embroidered,,in storage,False,False
T.422-1985,1985.0,O352411,Cravat,,England,Unknown,,19th century,2018KP6439,cotton (textile),printed,,in storage,False,False
T.424-1985,1985.0,O352410,Cravat,,England,Unknown,,20th century,2018KP6442,cotton (textile),printed,,in storage,False,False
T.200-1979,1979.0,O352396,Tie,,England,Austin Reed Ltd.,designer,ca. 1966,2019LL5071,,,,in storage,False,False
"T.362:1, 2-1993",1993.0,O352269,Pair of shoes,,Great Britain,Dolcis,maker,1960s,2016HY9046,suede,shoe-making,,"Play Gallery, Mini Museum, Case 12",False,False
T.429-1996,1996.0,O352242,Card case,,Great Britain,Unknown,,1840-1859,2018KP6463,mother of pearl,,,in storage,False,False
T.44-1987,1987.0,O352216,Underpants,,England,Jockey,manufacturer,1986-1987,2021NA0938,cotton (textile),,,in storage,False,False
"T.541:1, 2-1993",1993.0,O352163,Dress,,London,"Champcommunal, Elspeth",designer,8 April 1948,,wool (textile),dressmaking,,in store,False,False
T.156&A-1980,1980.0,O352065,Pair of shoes,,London,John Lobb,maker,ca. 1935,2014HE7779,leather,shoe-making,,in storage,False,False
T.7-1985,1985.0,O352049,Travelling coat,,Norwich,Todhouse & Co,maker,1907,2012FJ7405,tweed,lined,,in store,False,False
T.282 to B-1978,1978.0,O352016,Miniature suit,,England,Unknown,,ca. 1765,2015HK1795,silk,hand sewn,,"Europe 1600-1815, Room 2, The Wolfson Gallery",False,False
"T.122:1, 2-1994",1994.0,O351931,Pair of shoes,,Spain,Unknown,,1991,2016HY7350,suede,,,"Play Gallery, Mini Museum, Case 20",False,False
T.147&A-1960,1960.0,O351890,Pair of boots,,London,Unknown,,ca. 1910,2006AL5041,,,,in storage,False,False
"T.262, 263-1994",1994.0,O351813,Dress,,Japan,"Miyake, Issey",designer,1991,,polyester,pleated,,011,False,False
T.361-1994,1994.0,O351724,Plaque,,London,Orplid glassworks,manufacturer,1939-1955,,glass,,,"Glass, Room 131",False,False
T.373-1994,1994.0,O351720,Ring,,London,Orplid glassworks,manufacturer,1939-1955,,glass,,,"Glass, Room 131",False,False
T.423-1996,1996.0,O351650,Card case,,Great Britain,Unknown,,1840-1859,,mother of pearl,inlay (process),,,False,False
T.421-1996,1996.0,O351648,Card case,,Great Britain,Unknown,,1840-1859,,mother of pearl,,,"Silver, Room 67",False,False
T.226-1960,1960.0,O351601,Waistcoat,,England,Unknown,,1900-1915,2020MP9207,,,,in storage,False,False
"T.629:1, 2-1994",1994.0,O351526,Pair of trainers,,United States,Vans,manufacturer,1994,2016HY8187,leather,,,"Play Gallery, Sound it Out, case 16",False,False
T.474-1995,1995.0,O351237,Shirt,,England,Unknown,,1820s-1840s,2019LM3455,cambric,pleating,,in store,False,False
T.222-1995,1995.0,O351200,Umbrella,,Great Britain,Unknown,,1900-1929,2014HH8874,silk (textile),carved,,"Imagine Gallery, Adventure, Case 10",False,False
"T.495:1, 2-1995",1995.0,O351054,Suit,,France,"Saint Laurent, Yves",designer,ca. 1970,2012FJ6194,cotton,,,in store,False,False
T.541-1995,1995.0,O351010,Tie,,Great Britain,Mr Fish,designer,ca. 1970,2023NJ0117,cotton (textile),,,"Play Gallery, Mini Museum, Case 20",False,False
T.549-1995,1995.0,O351002,Tie,,Great Britain,Turnbull and Asser Ltd.,maker,ca. 1970,2019LL1520,silk (textile),,,in storage,False,False
1166-1903,1903.0,O350946,Robe,Robe,Nigeria,,,1850-1900,2019LR3422,,,,in store,False,False
T.307-1996,1996.0,O350765,Bodice,,Biarritz,Bourtayre (Mme.),,1890-1895,2024NR9762,silk (textile),beading (process),,in storage,False,False
T.318-1996,1996.0,O350755,Bathing costume,,Great Britain,Sunny Beach,manufacturer,1942-1947,,wool (textile),knitting,,003,False,False
"T.473:1, 2-1997",1997.0,O350340,Pair of shoes,,Great Britain,Jack Jacobus Ltd,maker,ca. 1930,2012FP2664,leather,shoe-making,,In store,False,False
M.18-1997,1997.0,O350335,Buckle,,England,Unknown,,ca. 1800,2006AP6158,steel,cut,,in storage,False,False
M.9-1997,1997.0,O350333,Buckle,,England,Unknown,,ca. 1850,2006AN5167,steel,cut,,in storage,False,False
"T.515:1, 2-1997",1997.0,O350239,Pair of spats,,Great Britain,Austin Reed Ltd.,retailer,1900-1924,2019LM1626,cotton (textile),,,in storage,False,False
7477-1861,1861.0,O349479,Button ,,Rome,Raffaelli,made,c. 1800-1835,2024PA8904,glass,mosaic,,in storage,False,False
7482-1861,1861.0,O349478,Button ,,Rome,raffaelli,,c. 1800-1835,2024PA8914,glass,mosaic,,in storage,False,False
T.661-1996,1996.0,O332023,Fan,,Jamaica,Unknown,,1900-1919,2018KP6465,bamboo,,,In store,False,False
355A-1903,1903.0,O331904,Coat,,England,Unknown,,ca. 1810,2022NG0690,,,,in store,False,False
T.231-1960,1960.0,O331859,Collar,,London,Unknown,,1910-1915,2020MR1209,,,,in storage,False,False
T.189-1997,1997.0,O329800,Bag,,France,Unknown,,1920s,2012FR9010,beads,beading (process),,in storage,False,False
T.200-1997,1997.0,O329485,Hat,Mask,United States,"King, Kenneth D.",designer,1993,2013GB0179,silk satin,beading (process),,"Imagine Gallery, Adventure, Case 10",False,False
T.471-1997,1997.0,O327716,Trousers,,Great Britain,Unknown,,1880-1889,2024NR5547,wool (textile),sewing,,"British Galleries, Room 125b",False,False
M.61:1-1993,1993.0,O322699,Buckle and pendant,,Europe,,,1350-1400,2025PC8413,silver,enamelling,,in storage,False,False
T.281 to C-1989,1989.0,O319980,Vanity accessories,,,Unknown,,ca.1940s,,,,,,False,False
T.277&A-1985,1985.0,O319607,Wedding dress,,Paris,"Worth, Jean-Charles",designer,1936,2010EL7147,silk (textile),embroidery,,in storage,False,False
T.13-1956,1956.0,O319537,Partlet,,England,unknown,,1615-25,2025PD0392,,,Jacobean,"British Galleries, Room 56, The Djanogly Gallery",False,False
T.14-1965,1965.0,O318885,Ruff edging,,Italy,Unknown,,1600-1620,2012FE6629,,,,in store,False,False
T.670-1913,1913.0,O318877,Riding habit coat,,Great Britain,,,1790s,2012FR9002,broadcloth,sewing,,in storage,False,False
T.212&A-1970,1970.0,O318654,Evening dress,,Paris,Worth,designed for,1925,2020MP9375,,,,in storage,False,False
T.719-1974,1974.0,O317995,Hat box,,England,Finnigans Ltd.,maker,ca. 1910,,,,,in storage,False,False
CIRC.157-1920,1920.0,O317953,Sack,,Guangdong,Unknown,,1750s,2017JU0700,silk (textile),hand weaving,,in storage,False,False
T.744A&B-1913,1913.0,O317604,Evening dress,,Great Britain,,,ca. 1829,2017KC9464,silk (textile),dressmaking,,in storage,False,False
T.252&A-1959,1959.0,O317417,Mantua,,France,Unknown,,mid 1760s,2017KB8308,ermine (fur),weaving,,in storage,False,False
582-1897,1897.0,O317335,Baldric,,England,unknown,,1640-1660,2020MT5172,silk (textile),hand weaving,,in storage,False,False
T.187&A-1962,1962.0,O317254,Pair of sleeve ruffles,,Great Britain,Unknown,,1770s,2021MX8289,,,,in storage,False,False
T.293&A-1978,1978.0,O317207,Pair of belt clasps,,France,Victor Linton,designer,ca. 1935,2025PG1720,,,,in storage,False,False
T.327&A-1980,1980.0,O316394,Sleeve panel,,England,Unknown,,1615-1625,2025PD0424,Linen,hand embroidery,Jacobean,"British Galleries, Room 56, The Djanogly Gallery",False,False
T.365&A-1971,1971.0,O316263,Evening dress,,England,Unknown,,ca. 1887,2019LM3164,ostrich,,,in storage,False,False
T.521 to B-1974,1974.0,O316261,Day dress,,England,Unknown,,1878-1880,2020MU2147,silk taffeta,,,in storage,False,False
T.189C-1921,1921.0,O316199,Pair of shoulder puffs,Shoulder puffs ,England,Unknown,,1820s-1830s,2010EE7894,cotton (textile),sewing,,in storage,False,False
T.34-1945,1945.0,O316086,Evening dress,,England,"Humble, Mary Elizabeth",designed and made by,ca. 1903,2020MU4647,silk (textile),dress-making,,in storage,False,False
T.285&A-1983,1983.0,O316019,Skirt lifter,,England,Unknown,,1880-1899,2019MB5598,,,,"Silver, Room 67",False,False
T.352A&B-1975,1975.0,O315926,Pair of sleeve ruffles,,England,Unknown,,ca. 1750,2015HL0035,,,,In Store,False,False
